instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category,windspeed_category,season_weather
8824,1,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,55,201,256,Hangat,Sedang,1_1
8825,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,78,273,351,Hangat,Sedang,1_1
8826,1,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,77,266,343,Hangat,Sedang,1_1
8827,1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,75,253,328,Hangat,Rendah,1_1
8828,1,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,89,241,330,Hangat,Sedang,1_1
8829,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,58,256,314,Hangat,Sedang,1_1
8830,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219,Hangat,Sedang,1_1
8831,1,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239,19,162,181,Hangat,Sedang,1_1
8832,1,1,1,19,0,0,0,1,0.32,0.3182,0.49,0.194,8,104,112,Hangat,Rendah,1_1
8833,1,1,1,20,0,0,0,1,0.3,0.303,0.52,0.1642,7,119,126,Dingin,Rendah,1_1
8834,1,1,1,21,0,0,0,1,0.28,0.2727,0.56,0.2239,10,81,91,Dingin,Sedang,1_1
8835,1,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,4,54,58,Dingin,Rendah,1_1
8836,1,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,0,30,30,Dingin,Sedang,1_1
8837,1,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,3,12,15,Dingin,Sedang,1_1
8838,1,1,1,1,0,1,1,1,0.24,0.2424,0.6,0.1343,1,4,5,Dingin,Rendah,1_1
8839,1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,2,3,5,Dingin,Rendah,1_1
8840,1,1,1,3,0,1,1,1,0.24,0.2424,0.52,0.1642,0,3,3,Dingin,Rendah,1_1
8841,1,1,1,4,0,1,1,1,0.22,0.2424,0.64,0.1045,0,4,4,Dingin,Rendah,1_1
8842,1,1,1,5,0,1,1,2,0.2,0.2273,0.64,0.0896,0,21,21,Dingin,Rendah,1_2
8843,1,1,1,6,0,1,1,2,0.22,0.2273,0.6,0.1343,3,85,88,Dingin,Rendah,1_2
8844,1,1,1,7,0,1,1,2,0.22,0.2424,0.6,0.1045,1,239,240,Dingin,Rendah,1_2
8845,1,1,1,8,0,1,1,2,0.22,0.2576,0.55,0.0896,13,407,420,Dingin,Rendah,1_2
8846,1,1,1,9,0,1,1,2,0.22,0.2727,0.64,0.0,9,188,197,Dingin,Rendah,1_2
8847,1,1,1,10,0,1,1,1,0.24,0.2879,0.6,0.0,13,95,108,Dingin,Rendah,1_1
8848,1,1,1,11,0,1,1,2,0.26,0.2879,0.56,0.0896,6,82,88,Dingin,Rendah,1_2
8849,1,1,1,12,0,1,1,2,0.26,0.2727,0.56,0.1045,10,93,103,Dingin,Rendah,1_2
8850,1,1,1,13,0,1,1,2,0.26,0.2727,0.56,0.1045,3,77,80,Dingin,Rendah,1_2
8851,1,1,1,14,0,1,1,3,0.22,0.2273,0.75,0.1642,5,45,50,Dingin,Rendah,1_3
8852,1,1,1,15,0,1,1,3,0.22,0.2273,0.75,0.1642,5,64,69,Dingin,Rendah,1_3
8853,1,1,1,16,0,1,1,3,0.22,0.2576,0.87,0.0896,3,46,49,Dingin,Rendah,1_3
8854,1,1,1,17,0,1,1,3,0.22,0.2727,0.87,0.0,5,147,152,Dingin,Rendah,1_3
8855,1,1,1,18,0,1,1,4,0.2,0.2273,0.86,0.0896,6,158,164,Dingin,Rendah,1_4
8856,1,1,1,19,0,1,1,3,0.2,0.2273,0.93,0.0896,3,187,190,Dingin,Rendah,1_3
8857,1,1,1,20,0,1,1,2,0.2,0.2273,0.86,0.0896,5,127,132,Dingin,Rendah,1_2
8858,1,1,1,21,0,1,1,2,0.2,0.2576,0.93,0.0,1,78,79,Dingin,Rendah,1_2
8859,1,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045,8,54,62,Dingin,Rendah,1_2
8860,1,1,1,23,0,1,1,2,0.22,0.2424,0.87,0.1045,1,51,52,Dingin,Rendah,1_2
8861,1,1,1,0,0,2,1,2,0.22,0.2424,0.87,0.1045,0,14,14,Dingin,Rendah,1_2
8862,1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,2,3,5,Dingin,Rendah,1_2
8863,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,2,2,4,Dingin,Rendah,1_2
8864,1,1,1,4,0,2,1,2,0.2,0.2121,0.86,0.1642,0,4,4,Dingin,Rendah,1_2
8865,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,0,23,23,Hangat,Sedang,1_1
8866,1,1,1,6,0,2,1,2,0.18,0.1818,0.93,0.194,0,79,79,Dingin,Rendah,1_2
8867,1,1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,3,219,222,Dingin,Rendah,1_2
8868,1,1,1,8,0,2,1,2,0.18,0.197,0.93,0.1642,6,465,471,Dingin,Rendah,1_2
8869,1,1,1,9,0,2,1,2,0.18,0.197,0.93,0.1642,11,184,195,Dingin,Rendah,1_2
8870,1,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,3,80,83,Dingin,Rendah,1_2
8871,1,1,1,11,0,2,1,1,0.42,0.4242,0.38,0.2985,8,93,101,Hangat,Sedang,1_1
8872,1,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,13,127,140,Hangat,Sedang,1_1
8873,1,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,15,163,178,Hangat,Sedang,1_1
8874,1,1,1,14,0,2,1,1,0.42,0.4242,0.38,0.2985,10,96,106,Hangat,Sedang,1_1
8875,1,1,1,15,0,2,1,1,0.42,0.4242,0.38,0.2985,17,119,136,Hangat,Sedang,1_1
8876,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,15,225,240,Hangat,Sedang,1_1
8877,1,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,14,446,460,Hangat,Sedang,1_1
8878,1,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,13,372,385,Hangat,Rendah,1_1
8879,1,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,11,270,281,Hangat,Rendah,1_1
8880,1,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,10,190,200,Hangat,Rendah,1_1
8881,1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109,116,Hangat,Rendah,1_1
8882,1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,10,104,114,Dingin,Rendah,1_1
8883,1,1,1,23,0,2,1,1,0.26,0.2727,0.81,0.1045,3,38,41,Dingin,Rendah,1_1
8884,1,1,1,0,0,3,1,1,0.26,0.303,0.81,0.0,2,26,28,Dingin,Rendah,1_1
8885,1,1,1,1,0,3,1,1,0.24,0.2576,0.87,0.0896,1,6,7,Dingin,Rendah,1_1
8886,1,1,1,2,0,3,1,1,0.2,0.2121,0.85,0.1642,0,5,5,Dingin,Rendah,1_1
8887,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0.0,0,4,4,Dingin,Rendah,1_1
8888,1,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,0,2,2,Dingin,Rendah,1_1
8889,1,1,1,5,0,3,1,1,0.2,0.2121,0.8,0.1343,0,22,22,Dingin,Rendah,1_1
8890,1,1,1,6,0,3,1,1,0.2,0.2121,0.86,0.1343,2,72,74,Dingin,Rendah,1_1
8891,1,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,9,247,256,Dingin,Rendah,1_1
8892,1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,11,488,499,Dingin,Rendah,1_1
8893,1,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,7,218,225,Dingin,Rendah,1_2
8894,1,1,1,10,0,3,1,2,0.24,0.2424,0.87,0.1343,13,84,97,Dingin,Rendah,1_2
8895,1,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,9,90,99,Dingin,Rendah,1_2
8896,1,1,1,12,0,3,1,3,0.3,0.3333,0.81,0.0,4,51,55,Dingin,Rendah,1_3
8897,1,1,1,13,0,3,1,3,0.32,0.3485,0.76,0.0,8,57,65,Hangat,Rendah,1_3
8898,1,1,1,14,0,3,1,3,0.32,0.3333,0.81,0.1045,3,70,73,Hangat,Rendah,1_3
8899,1,1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,6,73,79,Hangat,Rendah,1_2
8900,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,6,112,118,Hangat,Sedang,1_2
8901,1,1,1,17,0,3,1,3,0.34,0.3182,0.87,0.2239,6,128,134,Hangat,Sedang,1_3
8902,1,1,1,18,0,3,1,3,0.34,0.3333,0.87,0.194,2,96,98,Hangat,Rendah,1_3
8903,1,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,1,92,93,Hangat,Sedang,1_3
8904,1,1,1,20,0,3,1,3,0.32,0.3182,0.93,0.1642,2,55,57,Hangat,Rendah,1_3
8905,1,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,0,29,29,Hangat,Sedang,1_3
8906,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194,0,49,49,Hangat,Rendah,1_3
8907,1,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,0,9,9,Hangat,Sedang,1_3
8908,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,0,3,3,Hangat,Rendah,1_3
8909,1,1,1,1,0,4,1,3,0.36,0.3485,0.93,0.194,0,3,3,Hangat,Rendah,1_3
8910,1,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,1,1,2,Hangat,Sedang,1_3
8911,1,1,1,3,0,4,1,3,0.36,0.3485,0.93,0.2537,0,3,3,Hangat,Sedang,1_3
8912,1,1,1,4,0,4,1,3,0.36,0.3485,0.93,0.194,0,2,2,Hangat,Rendah,1_3
8913,1,1,1,5,0,4,1,3,0.34,0.3485,0.93,0.0896,0,16,16,Hangat,Rendah,1_3
8914,1,1,1,6,0,4,1,3,0.36,0.3485,0.93,0.1343,1,88,89,Hangat,Rendah,1_3
8915,1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,2,218,220,Hangat,Sedang,1_2
8916,1,1,1,8,0,4,1,1,0.32,0.3182,0.81,0.194,11,497,508,Hangat,Rendah,1_1
8917,1,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,10,220,230,Hangat,Rendah,1_1
8918,1,1,1,10,0,4,1,1,0.34,0.3485,0.81,0.1045,6,84,90,Hangat,Rendah,1_1
8919,1,1,1,11,0,4,1,2,0.34,0.3485,0.81,0.1045,18,101,119,Hangat,Rendah,1_2
8920,1,1,1,12,0,4,1,2,0.34,0.3485,0.81,0.1045,14,130,144,Hangat,Rendah,1_2
8921,1,1,1,13,0,4,1,1,0.42,0.4242,0.77,0.1642,13,170,183,Hangat,Rendah,1_1
8922,1,1,1,14,0,4,1,1,0.42,0.4242,0.77,0.1642,24,132,156,Hangat,Rendah,1_1
8923,1,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,32,156,188,Hangat,Rendah,1_1
8924,1,1,1,16,0,4,1,1,0.46,0.4545,0.67,0.194,33,248,281,Hangat,Rendah,1_1
8925,1,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,23,472,495,Hangat,Rendah,1_1
8926,1,1,1,18,0,4,1,1,0.44,0.4394,0.67,0.194,22,399,421,Hangat,Rendah,1_1
8927,1,1,1,19,0,4,1,2,0.42,0.4242,0.71,0.1642,17,313,330,Hangat,Rendah,1_2
8928,1,1,1,20,0,4,1,2,0.42,0.4242,0.71,0.194,11,229,240,Hangat,Rendah,1_2
8929,1,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,12,162,174,Hangat,Rendah,1_1
8930,1,1,1,22,0,4,1,1,0.38,0.3939,0.76,0.2985,12,121,133,Hangat,Sedang,1_1
8931,1,1,1,23,0,4,1,1,0.4,0.4091,0.76,0.3284,7,60,67,Hangat,Sedang,1_1
8932,1,1,1,0,0,5,1,2,0.4,0.4091,0.71,0.2836,4,38,42,Hangat,Sedang,1_2
8933,1,1,1,1,0,5,1,2,0.38,0.3939,0.76,0.2985,0,12,12,Hangat,Sedang,1_2
8934,1,1,1,2,0,5,1,1,0.4,0.4091,0.76,0.3582,1,13,14,Hangat,Sedang,1_1
8935,1,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,3,4,7,Hangat,Sedang,1_1
8936,1,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,1,2,3,Hangat,Sedang,1_3
8937,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,0,21,21,Dingin,Tinggi,1_2
8938,1,1,1,6,0,5,1,2,0.26,0.2576,0.75,0.2239,2,71,73,Dingin,Sedang,1_2
8939,1,1,1,7,0,5,1,1,0.26,0.2576,0.6,0.2239,3,174,177,Dingin,Sedang,1_1
8940,1,1,1,8,0,5,1,1,0.24,0.2121,0.52,0.3582,11,408,419,Dingin,Sedang,1_1
8941,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,10,204,214,Dingin,Sedang,1_1
8942,1,1,1,10,0,5,1,1,0.24,0.197,0.44,0.4478,2,101,103,Dingin,Sedang,1_1
8943,1,1,1,11,0,5,1,1,0.24,0.1818,0.38,0.6119,12,102,114,Dingin,Tinggi,1_1
8944,1,1,1,12,0,5,1,1,0.24,0.197,0.38,0.4925,14,140,154,Dingin,Sedang,1_1
8945,1,1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,14,140,154,Dingin,Tinggi,1_1
8946,1,1,1,14,0,5,1,1,0.26,0.2121,0.33,0.5522,10,119,129,Dingin,Tinggi,1_1
8947,1,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,15,123,138,Dingin,Tinggi,1_1
8948,1,1,1,16,0,5,1,1,0.28,0.2424,0.3,0.4627,18,215,233,Dingin,Sedang,1_1
8949,1,1,1,17,0,5,1,1,0.28,0.2424,0.33,0.4179,15,317,332,Dingin,Sedang,1_1
8950,1,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985,7,294,301,Dingin,Sedang,1_1
8951,1,1,1,19,0,5,1,1,0.26,0.2424,0.38,0.2836,7,199,206,Dingin,Sedang,1_1
8952,1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,6,130,136,Dingin,Rendah,1_1
8953,1,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,7,95,102,Dingin,Sedang,1_1
8954,1,1,1,22,0,5,1,1,0.2,0.1818,0.47,0.3284,7,58,65,Dingin,Sedang,1_1
8955,1,1,1,23,0,5,1,1,0.18,0.1818,0.47,0.194,5,60,65,Dingin,Rendah,1_1
8956,1,1,1,0,0,6,0,1,0.16,0.1818,0.47,0.1045,2,42,44,Dingin,Rendah,1_1
8957,1,1,1,1,0,6,0,1,0.16,0.1515,0.47,0.194,6,44,50,Dingin,Rendah,1_1
8958,1,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,6,32,38,Dingin,Rendah,1_1
8959,1,1,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,6,14,20,Dingin,Rendah,1_1
8960,1,1,1,4,0,6,0,1,0.14,0.1515,0.5,0.1343,0,3,3,Dingin,Rendah,1_1
8961,1,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,0,4,4,Dingin,Rendah,1_1
8962,1,1,1,6,0,6,0,1,0.14,0.1515,0.5,0.0,0,5,5,Dingin,Rendah,1_1
8963,1,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,0,24,24,Dingin,Rendah,1_1
8964,1,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,3,89,92,Dingin,Rendah,1_1
8965,1,1,1,9,0,6,0,1,0.14,0.1667,0.5,0.1045,3,78,81,Dingin,Rendah,1_1
8966,1,1,1,10,0,6,0,1,0.16,0.2273,0.47,0.0,14,135,149,Dingin,Rendah,1_1
8967,1,1,1,11,0,6,0,1,0.2,0.197,0.4,0.194,28,150,178,Dingin,Rendah,1_1
8968,1,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,30,189,219,Dingin,Sedang,1_1
8969,1,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,38,182,220,Dingin,Sedang,1_1
8970,1,1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,52,179,231,Dingin,Sedang,1_1
8971,1,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,49,177,226,Dingin,Sedang,1_1
8972,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,28,178,206,Dingin,Sedang,1_1
8973,1,1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,15,129,144,Dingin,Sedang,1_1
8974,1,1,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,21,122,143,Dingin,Rendah,1_1
8975,1,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,12,90,102,Dingin,Sedang,1_1
8976,1,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,8,95,103,Dingin,Sedang,1_1
8977,1,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,3,66,69,Dingin,Sedang,1_1
8978,1,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,4,62,66,Dingin,Sedang,1_1
8979,1,1,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,5,71,76,Dingin,Sedang,1_1
8980,1,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,9,50,59,Dingin,Sedang,1_1
8981,1,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,2,40,42,Dingin,Sedang,1_2
8982,1,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,5,38,43,Dingin,Sedang,1_2
8983,1,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,1,24,25,Dingin,Sedang,1_2
8984,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,1,5,6,Dingin,Sedang,1_2
8985,1,1,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,0,5,5,Dingin,Sedang,1_2
8986,1,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,1,7,8,Dingin,Sedang,1_2
8987,1,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,3,14,17,Dingin,Sedang,1_1
8988,1,1,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,2,34,36,Dingin,Sedang,1_1
8989,1,1,1,9,0,0,0,1,0.12,0.1364,0.54,0.194,10,80,90,Dingin,Rendah,1_1
8990,1,1,1,10,0,0,0,1,0.14,0.1212,0.54,0.2836,11,115,126,Dingin,Sedang,1_1
8991,1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,21,144,165,Dingin,Sedang,1_1
8992,1,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,42,192,234,Dingin,Sedang,1_1
8993,1,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,40,184,224,Dingin,Sedang,1_1
8994,1,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,25,163,188,Dingin,Sedang,1_1
8995,1,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,33,173,206,Dingin,Rendah,1_1
8996,1,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,31,174,205,Dingin,Sedang,1_1
8997,1,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,15,131,146,Dingin,Sedang,1_1
8998,1,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,7,113,120,Dingin,Sedang,1_1
8999,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,9,101,110,Dingin,Rendah,1_1
9000,1,1,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,10,85,95,Dingin,Rendah,1_1
9001,1,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,1,71,72,Dingin,Rendah,1_1
9002,1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,2,58,60,Dingin,Rendah,1_1
9003,1,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,3,26,29,Dingin,Rendah,1_1
9004,1,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,2,23,25,Dingin,Rendah,1_1
9005,1,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,2,18,20,Dingin,Rendah,1_1
9006,1,1,1,2,1,1,0,1,0.14,0.2121,0.46,0.0,3,14,17,Dingin,Rendah,1_1
9007,1,1,1,3,1,1,0,1,0.12,0.197,0.5,0.0,0,3,3,Dingin,Rendah,1_1
9008,1,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,2,6,8,Dingin,Rendah,1_1
9009,1,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,1,5,6,Dingin,Rendah,1_1
9010,1,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,0,13,13,Dingin,Rendah,1_1
9011,1,1,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,5,28,33,Dingin,Rendah,1_1
9012,1,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,3,75,78,Dingin,Rendah,1_1
9013,1,1,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,7,89,96,Dingin,Rendah,1_1
9014,1,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,19,107,126,Dingin,Rendah,1_2
9015,1,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,21,158,179,Dingin,Sedang,1_1
9016,1,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,20,165,185,Dingin,Sedang,1_1
9017,1,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,26,202,228,Dingin,Sedang,1_2
9018,1,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,23,158,181,Dingin,Sedang,1_1
9019,1,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,17,175,192,Dingin,Sedang,1_1
9020,1,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,22,158,180,Dingin,Sedang,1_1
9021,1,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,19,174,193,Dingin,Sedang,1_1
9022,1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,6,175,181,Dingin,Sedang,1_1
9023,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,10,134,144,Dingin,Sedang,1_1
9024,1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,2,88,90,Dingin,Sedang,1_1
9025,1,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,3,46,49,Dingin,Sedang,1_1
9026,1,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,4,39,43,Dingin,Sedang,1_2
9027,1,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,0,28,28,Dingin,Sedang,1_3
9028,1,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,0,12,12,Dingin,Sedang,1_2
9029,1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,0,2,2,Dingin,Sedang,1_2
9030,1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,0,12,12,Dingin,Sedang,1_3
9031,1,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,0,2,2,Hangat,Sedang,1_3
9032,1,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,0,13,13,Hangat,Sedang,1_3
9033,1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,0,57,57,Dingin,Sedang,1_3
9034,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,5,121,126,Dingin,Sedang,1_3
9035,1,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,3,90,93,Dingin,Sedang,1_3
9036,1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,7,61,68,Hangat,Sedang,1_3
9037,1,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,1,61,62,Dingin,Sedang,1_3
9038,1,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,2,73,75,Hangat,Rendah,1_2
9039,1,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,3,83,86,Hangat,Sedang,1_2
9040,1,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,8,95,103,Hangat,Sedang,1_2
9041,1,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,12,120,132,Hangat,Sedang,1_1
9042,1,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,6,123,129,Hangat,Sedang,1_1
9043,1,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,14,205,219,Hangat,Tinggi,1_1
9044,1,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,20,442,462,Hangat,Sedang,1_1
9045,1,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,12,451,463,Hangat,Sedang,1_1
9046,1,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,11,297,308,Hangat,Sedang,1_1
9047,1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,11,169,180,Hangat,Sedang,1_1
9048,1,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,6,174,180,Hangat,Sedang,1_1
9049,1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,5,85,90,Hangat,Sedang,1_1
9050,1,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,1,60,61,Hangat,Sedang,1_1
9051,1,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,3,14,17,Hangat,Sedang,1_2
9052,1,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,0,10,10,Hangat,Sedang,1_2
9053,1,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,1,1,2,Hangat,Sedang,1_2
9054,1,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,1,3,4,Hangat,Sedang,1_2
9055,1,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,0,1,1,Hangat,Tinggi,1_1
9056,1,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,0,29,29,Hangat,Tinggi,1_1
9057,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,0,88,88,Hangat,Tinggi,1_1
9058,1,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,1,262,263,Hangat,Sedang,1_1
9059,1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,15,474,489,Dingin,Sedang,1_1
9060,1,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,6,196,202,Dingin,Sedang,1_1
9061,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,5,88,93,Dingin,Sedang,1_1
9062,1,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,4,110,114,Dingin,Sedang,1_1
9063,1,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,6,155,161,Dingin,Sedang,1_1
9064,1,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,6,124,130,Dingin,Sedang,1_1
9065,1,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,7,98,105,Dingin,Sedang,1_1
9066,1,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,8,122,130,Dingin,Tinggi,1_1
9067,1,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,13,163,176,Dingin,Tinggi,1_1
9068,1,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,8,338,346,Dingin,Sedang,1_1
